id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,chinese_terms,cedict_gloss_tokens,english_content_tokens,shared_tokens,semantic_reasons,priority
513,admiration,admiration,noun,C or U,钦佩,A positive emotion including wonder and approbation; the regarding of another as being wonderful,"[{""english"": ""I feel admiration for his talent."", ""chinese"": ""我很钦佩他的才干。""}]",钦佩,admire | greatly | look | respect,admiration | another | approbation | emotion | including | positive | regarding | wonder | wonderful,,no_lexical_support_in_cedict_gloss,review
66455,ado,ado,noun,U,忙亂；紛擾；小題大做,"unnecessary activity, excitement, or trouble","[{""english"": ""They accepted the decision without further ado."", ""chinese"": ""他們沒有再多作紛擾便接受了決定。""}]",小題大做 | 忙亂 | 紛擾,disturbance | fuss | idiom | issue | make | minor | muddled | over | rushed | turmoil | unrest,activity | excitement | trouble | unnecessary,,no_lexical_support_in_cedict_gloss,review
522,adobe,adobe,noun,U,黏土,The earth from which such bricks are made.,[],黏土,clay,adobe | bricks | earth | made,,no_lexical_support_in_cedict_gloss,review
549,adumbration,adumbration,noun,C,底子,"A faint sketch; a brief representation, an outline.",[],底子,base | bottom | foundation,adumbration | brief | faint | outline | representation | sketch,,no_lexical_support_in_cedict_gloss,review
550,adumbration,adumbration,noun,C or U,写照,"(countable, uncountable, figuratively) A rough or symbolic representation; a vague indication of what is to come, a foreshadowing.",[],寫照,portrayal,adumbration | come | countable | figuratively | foreshadowing | indication | representation | rough | symbolic | uncountable | vague | what,,no_lexical_support_in_cedict_gloss,review
551,adumbration,adumbration,noun,C,写照,"(countable, philosophy, specifically phenomenology) The form of an object as seen by an observer.",[],寫照,portrayal,adumbration | countable | form | object | observer | phenomenology | philosophy | seen | specifically,,no_lexical_support_in_cedict_gloss,review
560,advantage,advantage,noun,C,利益,"Any condition, circumstance, opportunity or means, particularly favorable or chance to success, or to any desired end.",[],利益,benefit | interest,advantage | chance | circumstance | condition | desired | favorable | means | opportunity | particularly | success,,no_lexical_support_in_cedict_gloss,review
561,advantage,advantage,noun,C or U,利益,(obsolete) Superiority; mastery; — used with of to specify its nature or with over to specify the other party.,[],利益,benefit | interest,advantage | mastery | nature | obsolete | over | party | specify | superiority,,no_lexical_support_in_cedict_gloss,review
562,advantage,advantage,noun,C or U,利益,(tennis) The score where one player wins a point after deuce but needs the next to carry the game.,[],利益,benefit | interest,advantage | carry | deuce | game | needs | next | player | point | score | tennis | wins,,no_lexical_support_in_cedict_gloss,review
575,advertise,advertise,verb,I,出版,(intransitive) To provide information about a person or goods and services to influence others. [from 18th c.],[],出版,publish,advertise | goods | influence | information | intransitive | others | person | provide | services,,no_lexical_support_in_cedict_gloss,review
577,advertising,advertising,noun,U,广告,The industry or profession made up of such communications.,[],廣告,advertise | advertisement | commercial | xiang,advertising | communications | industry | made | profession,,no_lexical_support_in_cedict_gloss,review
582,advocate,advocate,noun,C,律师,Anyone who argues the case of another; an intercessor. [from 14th c.],[],律师,lawyer,advocate | another | anyone | argues | case | intercessor,,no_lexical_support_in_cedict_gloss,review
590,aerial,aerial,adjective,,空气,Living or taking place in the air. [from 16th c.],[],空氣,atmosphere,aerial | living | place | taking,,no_lexical_support_in_cedict_gloss,review
595,aeronautics,aeronautics,noun,U,航空學,"The design, construction, mathematics and mechanics of aircraft and other flying objects",[],航空學,aviation | science,aeronautics | aircraft | construction | design | flying | mathematics | mechanics | objects,,no_lexical_support_in_cedict_gloss,review
598,aerostat,aerostat,noun,C,飛艇,"An aircraft, such as a dirigible or balloon, that derives its lift from buoyancy rather than from wings or rotors.",[],飛艇,airship,aerostat | aircraft | balloon | buoyancy | derives | dirigible | lift | rather | rotors | than | wings,,no_lexical_support_in_cedict_gloss,review
602,aesthetic,aesthetic,adjective,,美学,"Concerned with beauty, artistic effect, or appearance.",[],美學,aesthetics,aesthetic | appearance | artistic | beauty | concerned | effect,,no_lexical_support_in_cedict_gloss,review
603,aesthetic,aesthetic,noun,C,美学,That which appeals to the senses.,[],美學,aesthetics,aesthetic | appeals | senses,,no_lexical_support_in_cedict_gloss,review
607,affable,affable,adjective,,仁慈,Mild; benign.,[],仁慈,benevolent | charitable | kind | kindly | kindness | merciful,affable | benign | mild,,no_lexical_support_in_cedict_gloss,review
616,affectionate,affectionate,adjective,,亲切,(of a person) Having affection or warm regard; loving; fond.,[],親切,amiable | close | cordial | dear | familiar,affection | affectionate | fond | having | loving | person | regard | warm,,no_lexical_support_in_cedict_gloss,review
628,affluent,affluent,adjective,,分流,(dated) Tributary.,[],分流,different | diverge | divert | divide | flow | programs | reassign | redundant | river | separate | staff | stream | streams | students | traffic,affluent | dated | tributary,,no_lexical_support_in_cedict_gloss,review
633,affront,affront,noun,C,決鬥,(obsolete) A hostile encounter or meeting.,[],決鬥,decisive | duel | struggle,affront | encounter | hostile | meeting | obsolete,,no_lexical_support_in_cedict_gloss,review
634,affront,affront,verb,T,對抗；冒犯,(transitive) To meet defiantly; to confront.,[],冒犯 | 對抗,antagonism | confrontation | offend | resist | stand | withstand,affront | confront | defiantly | meet | transitive,,no_lexical_support_in_cedict_gloss,review
640,aforethought,aforethought,adjective,,故意,(postpositive) Premeditated; planned ahead of time.,[],故意,deliberately | purpose,aforethought | ahead | planned | postpositive | premeditated | time,,no_lexical_support_in_cedict_gloss,review
642,afraid,afraid,adjective,,可惜,"Regretful, sorry; expressing a reluctance to face an unpleasant situation. [with that (+ clause) or clause; or with so or not]",[],可惜,pity | unfortunately | what,afraid | clause | expressing | face | regretful | reluctance | situation | sorry | unpleasant,,no_lexical_support_in_cedict_gloss,review
656,after all,after all,phrase,,畢竟,"(idiomatic) anyway, in any case; indicates a statement is true regardless of other considerations; used to reinforce or explain a point.",[],畢竟,analysis | done | final | said,anyway | case | considerations | explain | idiomatic | indicates | point | regardless | reinforce | statement | true,,no_lexical_support_in_cedict_gloss,review
664,afternoon tea,afternoon tea,noun,C or U,品尝,"(Australia, NZ, Hong Kong) A small meal or snack eaten between lunch and dinner (supper); a period of time set aside for this purpose, taken as a break from work or from a conference.",[],品尝,chang | sample | taste | variant,afternoon | aside | australia | between | break | conference | dinner | eaten | hong | kong | lunch | meal | period | purpose | small | snack | supper | taken | time | work,,no_lexical_support_in_cedict_gloss,review
65233,age,age,noun,C or U,年齡,the number of years someone has lived or something has existed,"[{""english"": ""What is your age?"", ""chinese"": ""你的年齡是多少？""}]",年齡,person,existed | lived | number | years,,no_lexical_support_in_cedict_gloss,review
65235,age,age,verb,I or T,變老；使老化,to become older or make something look older,"[{""english"": ""The photo has aged badly."", ""chinese"": ""這張照片老化得很嚴重。""}]",變老,aging | grow,become | look | make | older,,no_lexical_support_in_cedict_gloss,review
691,ageless,ageless,adjective,,永恒,(relative to past) Having existed for so great a period of time that its longevity cannot be expressed.,[],永恒,eternal | eternity | everlasting | pass,ageless | cannot | existed | expressed | great | having | longevity | past | period | relative | time,,no_lexical_support_in_cedict_gloss,review
66460,agency,agency,noun,U,自主行動能力；能動性,the ability to act independently and make your own choices,"[{""english"": ""The programme gives young people greater agency."", ""chinese"": ""這項計劃給予年輕人更大的自主行動能力。""}]",能動性,active | initiative | role,ability | agency | choices | independently | make | your,,no_lexical_support_in_cedict_gloss,review
65986,agglomeration,agglomeration,noun,C or U,聚集；聚合體,a collection of different things gathered into one mass or group,"[{""english"": ""The area is an agglomeration of several small towns."", ""chinese"": ""這個地區是由數個小鎮聚集而成的聚合體。""}]",聚合體 | 聚集,aggregate | assemble | gather | polymer,agglomeration | collection | different | gathered | group | mass | things,,no_lexical_support_in_cedict_gloss,review
702,aggression,aggression,noun,C or U,攻击,The act of initiating hostilities or invasion.,[],攻击,accuse | attack | charge | military | terrorist,aggression | hostilities | initiating | invasion,,no_lexical_support_in_cedict_gloss,review
